file,filename,model,domain,condition,iteration,corpus_type,is_partial,word_count,file_size_kb,issues,source
E:\Research paper\extracted_text\broader_corpus\Air pollution\Grap.txt,Grap.txt,Broader,Air Pollution,,,Broader,False,696,6.55,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\Air pollution\Industrial Emission Standards.txt,Industrial Emission Standards.txt,Broader,Air Pollution,,,Broader,False,25044,158.61,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\Air pollution\NGT (National Green Tribunal) rulings on AQI.txt,NGT (National Green Tribunal) rulings on AQI.txt,Broader,Air Pollution,,,Broader,False,35467,344.09,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\Air pollution\National_Ambient_Air_Quality_Standards.txt,National_Ambient_Air_Quality_Standards.txt,Broader,Air Pollution,,,Broader,False,537,4.49,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\Air pollution\Order-graded-response-action-plan grap.txt,Order-graded-response-action-plan grap.txt,Broader,Air Pollution,,,Broader,False,932,6.06,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\Air pollution\Supreme Court orders on Delhi pollution.txt,Supreme Court orders on Delhi pollution.txt,Broader,Air Pollution,,,Broader,False,9725,59.38,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\Air pollution\dpcc report o air pollution.txt,dpcc report o air pollution.txt,Broader,Air Pollution,,,Broader,False,7535,50.76,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\Air pollution\grap (3).txt,grap (3).txt,Broader,Air Pollution,,,Broader,False,913,6.4,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\Air pollution\steps taken to abate air pollution in delhi.txt,steps taken to abate air pollution in delhi.txt,Broader,Air Pollution,,,Broader,False,1866,12.17,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\DPDP\DPDP Draft Rules.txt,DPDP Draft Rules.txt,Broader,Data Protection,,,Broader,False,9899,60.01,none,broader_corpus
"E:\Research paper\extracted_text\broader_corpus\DPDP\Information Technology (Intermediary Guidelines and Digital Media Ethics Code) Rules, 2021.txt","Information Technology (Intermediary Guidelines and Digital Media Ethics Code) Rules, 2021.txt",Broader,Data Protection,,,Broader,False,13048,81.77,none,broader_corpus
"E:\Research paper\extracted_text\broader_corpus\DPDP\Information Technology Act, 2000.txt","Information Technology Act, 2000.txt",Broader,Data Protection,,,Broader,False,29307,205.78,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\DPDP\Justice B. N. Srikrishna Committee Report on Data Protection (2018).txt,Justice B. N. Srikrishna Committee Report on Data Protection (2018).txt,Broader,Data Protection,,,Broader,False,252,1.58,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\DPDP\NITI Aayog reports on data governance.pdf (2).txt,NITI Aayog reports on data governance.pdf (2).txt,Broader,Data Protection,,,Broader,False,8653,55.13,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\DPDP\NITI Aayog reports on data governance.txt,NITI Aayog reports on data governance.txt,Broader,Data Protection,,,Broader,False,6726,45.71,none,broader_corpus
"E:\Research paper\extracted_text\broader_corpus\DPDP\Personal Data Protection Bill, 2019.txt","Personal Data Protection Bill, 2019.txt",Broader,Data Protection,,,Broader,False,12873,78.43,none,broader_corpus
"E:\Research paper\extracted_text\broader_corpus\National security\Bharatiya Nyaya Sanhita, 2023.txt","Bharatiya Nyaya Sanhita, 2023.txt",Broader,National Security,,,Broader,False,20358,362.5,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\National security\National_cyber_security_policy-2013_0.txt,National_cyber_security_policy-2013_0.txt,Broader,National Security,,,Broader,False,2967,20.6,none,broader_corpus
"E:\Research paper\extracted_text\broader_corpus\National security\Unlawful Activities (Prevention) Act, 1967.txt","Unlawful Activities (Prevention) Act, 1967.txt",Broader,National Security,,,Broader,False,14008,83.89,none,broader_corpus
E:\Research paper\extracted_text\broader_corpus\National security\terrorism.txt,terrorism.txt,Broader,National Security,,,Broader,False,2188,15.84,none,broader_corpus
